Customer ID,Monetary,Frequency,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Hierarchical_Cluster
824,27,1,32.31120259607576,2,2,1,221,Cannot Lose Them,1,1
825,94,1,8.244228031613225,4,2,5,425,New Customers,2,2
826,94,1,50.70960133825805,1,2,5,125,Lost Customers,2,0
827,94,1,5.2129643813606465,5,2,5,525,New Customers,2,2
828,51,1,9.205049724636027,4,2,2,422,New Customers,1,1
829,62,1,5.113229001378085,5,2,3,523,New Customers,2,1
830,57,1,0.6677056345040837,5,2,3,523,New Customers,1,1
831,76,1,1.13313461926893,5,2,4,524,New Customers,2,2
832,63,1,2.8705619544568153,5,2,3,523,New Customers,2,2
833,80,1,48.373066715165,1,2,4,124,Lost Customers,0,0
834,68,1,17.303984060416834,3,2,3,323,Potential Loyalists,2,2
835,89,1,28.325772389360154,2,2,5,225,Lost Customers,2,2
836,26,1,59.09349752429888,1,2,1,121,Cannot Lose Them,0,0
837,90,1,18.381837886140243,3,2,5,325,Potential Loyalists,2,2
838,28,1,14.838784660272328,3,2,1,321,Others,1,1
839,29,1,26.721317341396787,3,2,1,321,Others,1,1
840,31,1,91.21017331641133,1,2,1,121,Cannot Lose Them,0,0
841,24,1,1.7094872455634145,5,2,1,521,New Customers,1,1
842,88,1,29.506365491569575,2,2,5,225,Lost Customers,2,0
843,87,1,18.90222438698372,3,2,5,325,Potential Loyalists,2,2
844,80,1,32.986906781999906,2,2,4,224,Lost Customers,2,0
845,48,1,16.675837380465943,3,2,2,322,Others,1,1
846,21,1,49.91055657825268,1,2,1,121,Cannot Lose Them,1,0
847,72,1,4.139075946822681,5,2,4,524,New Customers,2,2
848,44,1,48.70393790565276,1,2,2,122,Cannot Lose Them,0,0
849,73,1,73.70065944955115,1,2,4,124,Lost Customers,0,0
850,61,1,24.66010193244617,3,2,3,323,Potential Loyalists,2,0
851,20,1,111.93474551534325,1,2,1,121,Cannot Lose Them,0,0
852,86,1,27.193609324192742,3,2,5,325,Potential Loyalists,2,0
853,60,1,17.14762033901995,3,2,3,323,Potential Loyalists,2,2
854,43,1,31.366556029851033,2,2,2,222,Cannot Lose Them,1,1
855,44,1,39.27538776663732,2,2,2,222,Cannot Lose Them,1,0
856,76,1,21.89836397767501,3,2,4,324,Potential Loyalists,2,2
857,33,1,43.033941319077016,2,2,1,221,Cannot Lose Them,1,0
858,60,1,81.86807080074257,1,2,3,123,Lost Customers,0,0
859,26,1,18.214277778619234,3,2,1,321,Others,1,1
860,73,1,0.38906871537530713,5,2,4,524,New Customers,2,2
861,87,1,6.991835717951195,4,2,5,425,New Customers,2,2
862,100,1,31.904987176682404,2,2,5,225,Lost Customers,2,0
863,84,1,44.32457586433974,2,2,4,224,Lost Customers,2,0
864,41,1,10.087208227497442,4,2,2,422,New Customers,1,1
865,59,1,6.588078721468725,5,2,3,523,New Customers,1,1
866,26,1,65.19968420188884,1,2,1,121,Cannot Lose Them,0,0
867,69,1,62.50829191189953,1,2,4,124,Lost Customers,0,0
868,20,1,36.00984252117887,2,2,1,221,Cannot Lose Them,1,1
869,83,1,5.175258177242599,5,2,4,524,New Customers,2,2
870,54,1,215.269911897858,1,2,3,123,Lost Customers,0,0
871,66,1,20.929890390468877,3,2,3,323,Potential Loyalists,2,2
872,42,1,9.20901837446384,4,2,2,422,New Customers,1,1
873,33,1,71.01663982022922,1,2,1,121,Cannot Lose Them,0,0
874,77,1,45.929100349570355,2,2,4,224,Lost Customers,2,0
875,65,1,25.48328501089353,3,2,3,323,Potential Loyalists,2,0
876,39,1,5.840493643804793,5,2,2,522,New Customers,1,1
877,51,1,2.2795081809273445,5,2,2,522,New Customers,1,1
878,65,1,35.09186270242519,2,2,3,223,Lost Customers,2,0
879,89,1,82.57780923879777,1,2,5,125,Lost Customers,0,0
880,76,1,42.231722672619995,2,2,4,224,Lost Customers,2,0
881,75,1,27.258296161978784,3,2,4,324,Potential Loyalists,2,2
882,61,1,115.3397770147736,1,2,3,123,Lost Customers,0,0
883,35,1,15.089484938212733,3,2,1,321,Others,1,1
884,37,1,55.81594184551655,1,2,2,122,Cannot Lose Them,0,0
885,91,1,74.88237331780648,1,2,5,125,Lost Customers,0,0
886,99,1,27.54788269668407,2,2,5,225,Lost Customers,2,0
887,54,1,8.75392168058957,4,2,3,423,New Customers,1,1
888,47,1,7.8739699063605535,4,2,2,422,New Customers,1,1
889,77,1,5.897985783826775,5,2,4,524,New Customers,2,2
890,84,1,10.481759907284555,4,2,4,424,New Customers,2,2
891,51,1,29.09444565162791,2,2,2,222,Cannot Lose Them,1,1
892,26,1,40.52752122043349,2,2,1,221,Cannot Lose Them,1,0
893,64,1,5.982217531604519,5,2,3,523,New Customers,2,2
894,51,1,19.3680900819421,3,2,2,322,Others,1,1
895,60,1,13.076129338259713,4,2,3,423,New Customers,2,1
896,69,1,4.245420938055167,5,2,4,524,New Customers,2,2
897,29,1,4.198261889246259,5,2,1,521,New Customers,1,1
898,91,1,3.135579812824144,5,2,5,525,New Customers,2,2
899,70,1,24.92719344036076,3,2,4,324,Potential Loyalists,2,2
900,58,1,5.00768375189198,5,2,3,523,New Customers,1,1
901,98,1,65.78684876896796,1,2,5,125,Lost Customers,0,0
902,68,1,2.6202420674733116,5,2,3,523,New Customers,2,2
903,44,1,6.69236355513411,4,2,2,422,New Customers,1,1
904,45,1,176.8537824136635,1,2,2,122,Cannot Lose Them,0,0
905,99,1,16.36585353813649,3,2,5,325,Potential Loyalists,2,2
906,68,1,101.89920807440758,1,2,3,123,Lost Customers,0,0
907,56,1,109.99220445701576,1,2,3,123,Lost Customers,0,0
908,43,1,65.55762758091913,1,2,2,122,Cannot Lose Them,0,0
909,99,1,3.854080222320078,5,2,5,525,New Customers,2,2
910,56,1,95.43863023214496,1,2,3,123,Lost Customers,0,0
911,25,1,2.56432260189559,5,2,1,521,New Customers,1,1
912,74,1,11.903395814875536,4,2,4,424,New Customers,2,2
913,56,1,9.389997686419095,4,2,3,423,New Customers,1,1
914,47,1,1.3979530471816508,5,2,2,522,New Customers,1,1
915,67,1,6.262139337779989,5,2,3,523,New Customers,2,2
916,22,1,8.46892075173922,4,2,1,421,New Customers,1,1
917,34,1,2.8616100865791467,5,2,1,521,New Customers,1,1
918,64,1,18.48707576806089,3,2,3,323,Potential Loyalists,2,2
919,42,1,20.14103939996866,3,2,2,322,Others,1,1
920,82,1,25.086051258767494,3,2,4,324,Potential Loyalists,2,2
921,81,1,11.06950568607364,4,2,4,424,New Customers,2,2
922,24,1,22.511507397405076,3,2,1,321,Others,1,1
923,60,1,5.505037460875698,5,2,3,523,New Customers,2,1
924,24,1,31.530827779424964,2,2,1,221,Cannot Lose Them,1,1
925,78,1,35.241971757836836,2,2,4,224,Lost Customers,2,0
926,88,1,56.07192372703403,1,2,5,125,Lost Customers,0,0
927,63,1,5.346984141240922,5,2,3,523,New Customers,2,2
928,78,1,12.786987937138594,4,2,4,424,New Customers,2,2
929,37,1,3.376041462593836,5,2,2,522,New Customers,1,1
930,94,1,9.574102541758863,4,2,5,425,New Customers,2,2
931,78,1,26.78761771001804,3,2,4,324,Potential Loyalists,2,2
932,36,1,3.862600725857633,5,2,2,522,New Customers,1,1
933,24,1,9.937533845901712,4,2,1,421,New Customers,1,1
934,84,1,10.876997512198503,4,2,4,424,New Customers,2,2
935,47,1,6.182495591450354,5,2,2,522,New Customers,1,1
936,51,1,17.696581878296968,3,2,2,322,Others,1,1
937,84,1,3.5858323960010887,5,2,4,524,New Customers,2,2
938,24,1,9.894088143353978,4,2,1,421,New Customers,1,1
939,97,1,24.616670973536344,3,2,5,325,Potential Loyalists,2,0
940,89,1,69.42359776337199,1,2,5,125,Lost Customers,0,0
941,44,1,3.172726218468749,5,2,2,522,New Customers,1,1
942,35,1,8.502967612767364,4,2,1,421,New Customers,1,1
943,91,1,29.7115745043788,2,2,5,225,Lost Customers,2,0
944,63,1,6.8019016730671265,4,2,3,423,New Customers,2,2
945,97,1,2.39904302176914,5,2,5,525,New Customers,2,2
946,38,1,1.644838424255982,5,2,2,522,New Customers,1,1
947,24,1,11.654503328839247,4,2,1,421,New Customers,1,1
948,32,1,4.578156073582047,5,2,1,521,New Customers,1,1
949,90,1,110.22144491835542,1,2,5,125,Lost Customers,0,0
950,36,1,9.535690645795755,4,2,2,422,New Customers,1,1
951,37,1,37.821067053654716,2,2,2,222,Cannot Lose Them,1,0
952,51,1,29.693812816423137,2,2,2,222,Cannot Lose Them,1,1
953,71,1,16.680902743477823,3,2,4,324,Potential Loyalists,2,2
954,50,1,66.74710602365913,1,2,2,122,Cannot Lose Them,0,0
955,74,1,39.1137434875324,2,2,4,224,Lost Customers,2,0
956,75,1,1.0626489437186772,5,2,4,524,New Customers,2,2
957,99,1,33.70250038557394,2,2,5,225,Lost Customers,2,0
958,23,1,9.23503680453178,4,2,1,421,New Customers,1,1
959,53,1,38.036117911385716,2,2,3,223,Lost Customers,1,0
960,99,1,29.631513787016427,2,2,5,225,Lost Customers,2,0
961,48,1,9.11856566396025,4,2,2,422,New Customers,1,1
962,72,1,41.09430692473073,2,2,4,224,Lost Customers,2,0
963,64,1,2.7428771099760643,5,2,3,523,New Customers,2,2
964,63,1,50.38822001978958,1,2,3,123,Lost Customers,0,0
965,51,1,10.983812121416971,4,2,2,422,New Customers,1,1
966,55,1,14.595740207613751,4,2,3,423,New Customers,1,1
967,55,1,67.61196591571417,1,2,3,123,Lost Customers,0,0
968,26,1,45.29815594660056,2,2,1,221,Cannot Lose Them,1,0
969,67,1,61.11349659910073,1,2,3,123,Lost Customers,0,0
970,31,1,5.854014564773073,5,2,1,521,New Customers,1,1
971,66,1,35.55566495519451,2,2,3,223,Lost Customers,2,0
972,67,1,30.4856355223461,2,2,3,223,Lost Customers,2,0
973,61,1,1.1695496430458978,5,2,3,523,New Customers,2,2
974,75,1,11.29387336299636,4,2,4,424,New Customers,2,2
975,90,1,56.9968646009912,1,2,5,125,Lost Customers,0,0
976,40,1,23.464128603785237,3,2,2,322,Others,1,1
977,90,1,29.171667091305803,2,2,5,225,Lost Customers,2,0
978,20,1,7.862122412901277,4,2,1,421,New Customers,1,1
979,40,1,66.80000515920898,1,2,2,122,Cannot Lose Them,0,0
980,33,1,32.51342493294854,2,2,1,221,Cannot Lose Them,1,1
981,98,1,121.42372856052958,1,2,5,125,Lost Customers,0,0
982,42,1,24.99968702123908,3,2,2,322,Others,1,1
983,62,1,21.569765807238085,3,2,3,323,Potential Loyalists,2,2
984,45,1,41.770162921455714,2,2,2,222,Cannot Lose Them,1,0
985,78,1,47.2158688388637,2,2,4,224,Lost Customers,2,0
986,80,1,28.599823073913665,2,2,4,224,Lost Customers,2,2
987,96,1,30.3844409726266,2,2,5,225,Lost Customers,2,0
988,47,1,58.52091275736361,1,2,2,122,Cannot Lose Them,0,0
989,84,1,4.3461858885433,5,2,4,524,New Customers,2,2
990,31,1,4.47082222120586,5,2,1,521,New Customers,1,1
991,63,1,49.23964562124276,1,2,3,123,Lost Customers,0,0
992,97,1,14.903449565729257,3,2,5,325,Potential Loyalists,2,2
993,99,1,39.16358685501023,2,2,5,225,Lost Customers,2,0
994,90,1,12.973011913700756,4,2,5,425,New Customers,2,2
995,68,1,24.979402919672822,3,2,3,323,Potential Loyalists,2,0
996,80,1,28.405396456512157,2,2,4,224,Lost Customers,2,2
997,91,1,67.59359849354081,1,2,5,125,Lost Customers,0,0
998,30,1,21.792642782730155,3,2,1,321,Others,1,1
999,90,1,23.67412973467445,3,2,5,325,Potential Loyalists,2,2
1000,28,1,46.04521973241544,2,2,1,221,Cannot Lose Them,1,0
1001,46,1,2.6995841329620167,5,2,2,522,New Customers,1,1
1002,60,1,120.24405185435499,1,2,3,123,Lost Customers,0,0
1003,59,1,90.61367949693931,1,2,3,123,Lost Customers,0,0
1004,68,1,43.81143391939454,2,2,3,223,Lost Customers,0,0
1005,79,1,17.873574498446636,3,2,4,324,Potential Loyalists,2,2
1006,94,1,22.57581310816852,3,2,5,325,Potential Loyalists,2,0
1007,83,1,6.9132472416084445,4,2,4,424,New Customers,2,2
1008,62,1,80.69380560436517,1,2,3,123,Lost Customers,0,0
1009,85,1,125.17594523012416,1,2,5,125,Lost Customers,0,0
1010,30,1,11.257665130342062,4,2,1,421,New Customers,1,1
1011,24,1,30.854628493024144,2,2,1,221,Cannot Lose Them,1,1
1012,25,1,3.8130598970870206,5,2,1,521,New Customers,1,1
1013,37,1,2.5964163549217916,5,2,2,522,New Customers,1,1
1014,69,1,33.90264248527653,2,2,4,224,Lost Customers,2,2
1015,97,1,3.6046309620224126,5,2,5,525,New Customers,2,2
1016,24,1,42.66673253166676,2,2,1,221,Cannot Lose Them,1,0
1017,30,1,25.584762689977584,3,2,1,321,Others,1,1
1018,53,1,50.244093608401215,1,2,3,123,Lost Customers,0,0
1019,70,1,21.043304454990164,3,2,4,324,Potential Loyalists,2,2
1020,76,1,22.969195811735098,3,2,4,324,Potential Loyalists,2,2
1021,95,1,52.330297220119775,1,2,5,125,Lost Customers,2,0
1022,51,1,26.22936043457754,3,2,2,322,Others,1,1
1023,41,1,30.318439668068404,2,2,2,222,Cannot Lose Them,1,1
1024,71,1,31.75883784091171,2,2,4,224,Lost Customers,2,2
1025,66,1,97.52307213456133,1,2,3,123,Lost Customers,0,0
1026,84,1,94.1835433285855,1,2,4,124,Lost Customers,0,0
1027,95,1,22.687749432031776,3,2,5,325,Potential Loyalists,2,0
1028,90,1,71.46023543550317,1,2,5,125,Lost Customers,0,0
1029,36,1,73.42319893960584,1,2,2,122,Cannot Lose Them,0,0
1030,22,1,75.21183709652404,1,2,1,121,Cannot Lose Them,0,0
1031,89,1,39.3353972914931,2,2,5,225,Lost Customers,2,0
1032,50,1,33.561986017809744,2,2,2,222,Cannot Lose Them,1,0
1033,36,1,22.756641575962608,3,2,2,322,Others,1,1
1034,52,1,34.17515334598721,2,2,3,223,Lost Customers,1,0
1035,29,1,52.99662755990566,1,2,1,121,Cannot Lose Them,1,0
1036,89,1,16.79252072309895,3,2,5,325,Potential Loyalists,2,2
1037,47,1,23.446907886249207,3,2,2,322,Others,1,1
1038,25,1,12.914108866651532,4,2,1,421,New Customers,1,1
1039,74,1,23.724108988662863,3,2,4,324,Potential Loyalists,2,2
1040,46,1,35.16533932213732,2,2,2,222,Cannot Lose Them,1,0
1041,22,1,34.804906347252086,2,2,1,221,Cannot Lose Them,1,1
1042,25,1,23.638270261528973,3,2,1,321,Others,1,1
1043,80,1,51.6095929682958,1,2,4,124,Lost Customers,0,0
1044,76,1,35.89720023103713,2,2,4,224,Lost Customers,2,2
1045,30,1,35.966044305153204,2,2,1,221,Cannot Lose Them,1,0
1046,79,1,21.298283716253547,3,2,4,324,Potential Loyalists,2,2
1047,22,1,7.604451722800146,4,2,1,421,New Customers,1,1
1048,36,1,24.761866318342012,3,2,2,322,Others,1,1
1049,77,1,1.3713328060232304,5,2,4,524,New Customers,2,2
1050,33,1,0.7880238442040627,5,2,1,521,New Customers,1,1
1051,64,1,144.44721312649114,1,2,3,123,Lost Customers,0,0
1052,53,1,0.41245249669501005,5,2,3,523,New Customers,1,1
1053,36,1,7.7335096079193715,4,2,2,422,New Customers,1,1
1054,70,1,79.35138430372822,1,2,4,124,Lost Customers,0,0
1055,96,1,21.19486887428765,3,2,5,325,Potential Loyalists,2,2
1056,27,1,146.2215847068947,1,2,1,121,Cannot Lose Them,0,0
1057,64,1,29.169534077273063,2,2,3,223,Lost Customers,2,0
1058,23,1,2.8049242895058035,5,2,1,521,New Customers,1,1
1059,33,1,23.93006654514853,3,2,1,321,Others,1,1
1060,34,1,3.6881407943509297,5,2,1,521,New Customers,1,1
1061,35,1,36.57981851546591,2,2,1,221,Cannot Lose Them,1,1
1062,62,1,19.566017499692432,3,2,3,323,Potential Loyalists,2,2
1063,75,1,9.736734208249109,4,2,4,424,New Customers,2,2
1064,29,1,15.687746734888572,3,2,1,321,Others,1,1
1065,28,1,48.51261129675075,1,2,1,121,Cannot Lose Them,1,0
1066,20,1,1.5475639577071567,5,2,1,521,New Customers,1,1
1067,96,1,4.840961244121859,5,2,5,525,New Customers,2,2
1068,43,1,49.294345392168665,1,2,2,122,Cannot Lose Them,0,0
1069,94,1,11.982083141847255,4,2,5,425,New Customers,2,2
1070,81,1,50.935270891880855,1,2,4,124,Lost Customers,0,0
1071,75,1,21.28682061342032,3,2,4,324,Potential Loyalists,2,2
1072,81,1,17.443485625231567,3,2,4,324,Potential Loyalists,2,2
1073,92,1,4.258260935745379,5,2,5,525,New Customers,2,2
1074,96,1,50.20502818710189,1,2,5,125,Lost Customers,2,0
1075,71,1,21.61988090358733,3,2,4,324,Potential Loyalists,2,2
1076,50,1,45.32530481715702,2,2,2,222,Cannot Lose Them,0,0
1077,72,1,50.8041745802446,1,2,4,124,Lost Customers,0,0
1078,28,1,3.6252088844820243,5,2,1,521,New Customers,1,1
1079,59,1,2.046609049918786,5,2,3,523,New Customers,1,1
1080,33,1,13.711099762703135,4,2,1,421,New Customers,1,1
1081,59,1,24.259095171074105,3,2,3,323,Potential Loyalists,1,1
1082,30,1,3.7952034227273588,5,2,1,521,New Customers,1,1
1083,85,1,21.83433106651814,3,2,5,325,Potential Loyalists,2,2
1084,97,1,94.31663864576053,1,2,5,125,Lost Customers,0,0
1085,36,1,49.262673619674004,1,2,2,122,Cannot Lose Them,1,0
1086,85,1,27.840789072232322,2,2,5,225,Lost Customers,2,0
1087,62,1,12.509693794067681,4,2,3,423,New Customers,2,2
1088,71,1,122.16533146402487,1,2,4,124,Lost Customers,0,0
1089,21,1,10.910910350143217,4,2,1,421,New Customers,1,1
1090,61,1,59.54719213981056,1,2,3,123,Lost Customers,0,0
1091,58,1,14.219979703372141,4,2,3,423,New Customers,1,1
1092,80,1,8.847877622955371,4,2,4,424,New Customers,2,2
1093,50,1,9.646797976961853,4,2,2,422,New Customers,1,1
1094,48,1,60.43933917920881,1,2,2,122,Cannot Lose Them,0,0
1095,40,1,33.85066478245775,2,2,2,222,Cannot Lose Them,1,1
1096,34,1,12.615846447580058,4,2,1,421,New Customers,1,1
1097,46,1,14.531096747707975,4,2,2,422,New Customers,1,1
1098,27,1,46.6203754480913,2,2,1,221,Cannot Lose Them,1,0
1099,98,1,12.773040346108303,4,2,5,425,New Customers,2,2
1100,73,1,43.017129913692756,2,2,4,224,Lost Customers,2,0
1101,28,1,1.6424066036487674,5,2,1,521,New Customers,1,1
1102,76,1,13.084606774239242,4,2,4,424,New Customers,2,2
1103,83,1,148.3943437315706,1,2,4,124,Lost Customers,0,0
1104,23,1,7.307697308618609,4,2,1,421,New Customers,1,1
1105,28,1,4.190617030595763,5,2,1,521,New Customers,1,1
1106,83,1,40.89241745049831,2,2,4,224,Lost Customers,2,0
1107,96,1,118.93166667159439,1,2,5,125,Lost Customers,0,0
1108,62,1,11.615704057825964,4,2,3,423,New Customers,2,2
1109,25,1,69.88688379266397,1,2,1,121,Cannot Lose Them,0,0
1110,97,1,53.1418357980031,1,2,5,125,Lost Customers,2,0
1111,61,1,4.2327843112283565,5,2,3,523,New Customers,2,1
1112,66,1,38.23293720873446,2,2,3,223,Lost Customers,2,0
1113,67,1,10.906113203441636,4,2,3,423,New Customers,2,2
1114,80,1,22.81811226519118,3,2,4,324,Potential Loyalists,2,2
1115,25,1,4.538239525205632,5,2,1,521,New Customers,1,1
1116,58,1,8.54687644426563,4,2,3,423,New Customers,1,1
1117,96,1,21.010684844690402,3,2,5,325,Potential Loyalists,2,2
1118,77,1,19.5569256918792,3,2,4,324,Potential Loyalists,2,2
1119,65,1,22.66388490355263,3,2,3,323,Potential Loyalists,2,2
1120,36,1,4.188086390504882,5,2,2,522,New Customers,1,1
1121,84,1,98.95204199289883,1,2,4,124,Lost Customers,0,0
1122,58,1,92.76408812149161,1,2,3,123,Lost Customers,0,0
1123,62,1,150.54317075207817,1,2,3,123,Lost Customers,0,0
1124,67,1,8.211791535009434,4,2,3,423,New Customers,2,2
1125,20,1,12.290900913536673,4,2,1,421,New Customers,1,1
1126,90,1,21.197117844459978,3,2,5,325,Potential Loyalists,2,2
1127,58,1,72.83055989302915,1,2,3,123,Lost Customers,0,0
1128,53,1,15.031377676494015,3,2,3,323,Potential Loyalists,1,1
1129,30,1,6.896625234566956,4,2,1,421,New Customers,1,1
1130,65,1,0.21865013750751064,5,2,3,523,New Customers,2,2
1131,41,1,37.14120398594499,2,2,2,222,Cannot Lose Them,1,1
1132,73,1,33.55467320465401,2,2,4,224,Lost Customers,2,2
1133,98,1,91.87399386505413,1,2,5,125,Lost Customers,0,0
1134,36,1,35.608798280880606,2,2,2,222,Cannot Lose Them,1,1
1135,81,1,33.96445841492225,2,2,4,224,Lost Customers,2,0
1136,90,1,17.368868065349176,3,2,5,325,Potential Loyalists,2,2
1137,83,1,1.5968653612066552,5,2,4,524,New Customers,2,2
1138,91,1,2.2158496990051932,5,2,5,525,New Customers,2,2
1139,36,1,6.913041276016983,4,2,2,422,New Customers,1,1
1140,53,1,54.320592332046466,1,2,3,123,Lost Customers,0,0
1141,39,1,2.064776070442289,5,2,2,522,New Customers,1,1
1142,33,1,70.27609093768795,1,2,1,121,Cannot Lose Them,0,0
1143,76,1,27.601683567901357,2,2,4,224,Lost Customers,2,2
1144,23,1,17.973738270049484,3,2,1,321,Others,1,1
1145,54,1,29.255993381909686,2,2,3,223,Lost Customers,1,1
1146,89,1,7.915821984481354,4,2,5,425,New Customers,2,2
1147,38,1,1.7606919015261056,5,2,2,522,New Customers,1,1
1148,36,1,3.737134796548828,5,2,2,522,New Customers,1,1
1149,66,1,28.252657916686204,2,2,3,223,Lost Customers,2,0
1150,42,1,15.15754358492236,3,2,2,322,Others,1,1
1151,36,1,73.34306370977518,1,2,2,122,Cannot Lose Them,0,0
1152,86,1,31.393065033717125,2,2,5,225,Lost Customers,2,0
1153,49,1,20.510615696495766,3,2,2,322,Others,1,1
1154,41,1,5.057519503195976,5,2,2,522,New Customers,1,1
1155,82,1,70.2919751103046,1,2,4,124,Lost Customers,0,0
1156,53,1,3.471205517173,5,2,3,523,New Customers,1,1
1157,21,1,19.589232914677645,3,2,1,321,Others,1,1
1158,66,1,7.79859294326514,4,2,3,423,New Customers,2,2
1159,89,1,18.3324454990718,3,2,5,325,Potential Loyalists,2,2
1160,55,1,22.796458738696636,3,2,3,323,Potential Loyalists,1,1
1161,42,1,17.72085974448973,3,2,2,322,Others,1,1
1162,52,1,2.8581095653861954,5,2,3,523,New Customers,1,1
1163,92,1,33.855218892227974,2,2,5,225,Lost Customers,2,0
1164,56,1,2.2255943245836014,5,2,3,523,New Customers,1,1
1165,96,1,8.390878682406735,4,2,5,425,New Customers,2,2
1166,64,1,5.482583218996443,5,2,3,523,New Customers,2,2
1167,48,1,2.600641683076084,5,2,2,522,New Customers,1,1
1168,83,1,32.84216498363815,2,2,4,224,Lost Customers,2,0
1169,91,1,110.11606376544137,1,2,5,125,Lost Customers,0,0
1170,94,1,31.006492473624316,2,2,5,225,Lost Customers,2,0
1171,62,1,4.998216016052772,5,2,3,523,New Customers,2,1
1172,55,1,3.958939646955972,5,2,3,523,New Customers,1,1
1173,68,1,47.40802382551556,2,2,3,223,Lost Customers,0,0
1174,76,1,40.605301683637734,2,2,4,224,Lost Customers,2,0
1175,31,1,50.771456647889,1,2,1,121,Cannot Lose Them,1,0
1176,81,1,44.69234159916738,2,2,4,224,Lost Customers,2,0
1177,83,1,31.50986572639969,2,2,4,224,Lost Customers,2,0
1178,21,1,11.532173518396347,4,2,1,421,New Customers,1,1
1179,22,1,6.795372556347695,4,2,1,421,New Customers,1,1
1180,33,1,9.914869049003501,4,2,1,421,New Customers,1,1
1181,23,1,35.42721663535059,2,2,1,221,Cannot Lose Them,1,1
1182,96,1,0.9095516009666325,5,2,5,525,New Customers,2,2
1183,21,1,2.634450210232031,5,2,1,521,New Customers,1,1
1184,39,1,37.281287255831955,2,2,2,222,Cannot Lose Them,1,1
1185,73,1,81.60786628765052,1,2,4,124,Lost Customers,0,0
1186,64,1,31.238654495172902,2,2,3,223,Lost Customers,2,0
1187,68,1,9.656818256804574,4,2,3,423,New Customers,2,2
1188,89,1,38.919003461495464,2,2,5,225,Lost Customers,2,0
1189,29,1,3.0758959428917003,5,2,1,521,New Customers,1,1
1190,97,1,3.450902451823988,5,2,5,525,New Customers,2,2
1191,45,1,4.6236748430904875,5,2,2,522,New Customers,1,1
1192,70,1,5.596521254337924,5,2,4,524,New Customers,2,2
1193,56,1,112.33155066011052,1,2,3,123,Lost Customers,0,0
1194,55,1,61.76826370216816,1,2,3,123,Lost Customers,0,0
1195,46,1,41.6215702303016,2,2,2,222,Cannot Lose Them,1,0
1196,95,1,2.67877888614856,5,2,5,525,New Customers,2,2
1197,88,1,5.10858909417833,5,2,5,525,New Customers,2,2
1198,92,1,5.743324901761686,5,2,5,525,New Customers,2,2
1199,49,1,48.10006013000311,1,2,2,122,Cannot Lose Them,0,0
1200,89,1,7.798945248825148,4,2,5,425,New Customers,2,2
1201,22,1,17.03210019081368,3,2,1,321,Others,1,1
1202,61,1,47.36698567415353,2,2,3,223,Lost Customers,0,0
1203,29,1,20.99010815285899,3,2,1,321,Others,1,1
1204,82,1,119.30337035490128,1,2,4,124,Lost Customers,0,0
1205,94,1,4.09806774473669,5,2,5,525,New Customers,2,2
1206,99,1,15.571339069073092,3,2,5,325,Potential Loyalists,2,2
1207,59,1,20.583792706824127,3,2,3,323,Potential Loyalists,1,2
1208,90,1,8.755632433330485,4,2,5,425,New Customers,2,2
1209,100,1,43.746503949248876,2,2,5,225,Lost Customers,2,0
1210,62,1,29.991038718281843,2,2,3,223,Lost Customers,2,0
1211,78,1,1.6752459625984844,5,2,4,524,New Customers,2,2
1212,94,1,64.19555322742575,1,2,5,125,Lost Customers,0,0
1213,74,1,21.19561482931775,3,2,4,324,Potential Loyalists,2,2
1214,52,1,60.354705491741974,1,2,3,123,Lost Customers,0,0
1215,81,1,8.67920607892302,4,2,4,424,New Customers,2,2
1216,20,1,53.982749466741076,1,2,1,121,Cannot Lose Them,1,0
1217,32,1,1.1143950534444995,5,2,1,521,New Customers,1,1
1218,63,1,12.315751893435632,4,2,3,423,New Customers,2,2
1219,79,1,87.4565963585925,1,2,4,124,Lost Customers,0,0
1220,23,1,46.10089072007169,2,2,1,221,Cannot Lose Them,1,0
1221,64,1,35.40451249597426,2,2,3,223,Lost Customers,2,0
1222,69,1,65.23366353163914,1,2,4,124,Lost Customers,0,0
1223,69,1,50.02523960691015,1,2,4,124,Lost Customers,0,0
1224,24,1,18.9061005217965,3,2,1,321,Others,1,1
1225,50,1,20.05050662822808,3,2,2,322,Others,1,1
1226,97,1,22.870177479611268,3,2,5,325,Potential Loyalists,2,0
1227,91,1,4.955368207383386,5,2,5,525,New Customers,2,2
1228,37,1,49.789497352399025,1,2,2,122,Cannot Lose Them,1,0
1229,55,1,31.2788177738383,2,2,3,223,Lost Customers,1,0
1230,52,1,35.155204378445546,2,2,3,223,Lost Customers,1,0
1231,80,1,16.78730181483353,3,2,4,324,Potential Loyalists,2,2
1232,79,1,92.51840721195802,1,2,4,124,Lost Customers,0,0
1233,23,1,2.091938572369495,5,2,1,521,New Customers,1,1
1234,73,1,57.52857245681741,1,2,4,124,Lost Customers,0,0
1235,99,1,16.74929014774782,3,2,5,325,Potential Loyalists,2,2
1236,22,1,57.09261865310876,1,2,1,121,Cannot Lose Them,1,0
1237,68,1,28.395076570372005,2,2,3,223,Lost Customers,2,0
1238,92,1,57.0051962625267,1,2,5,125,Lost Customers,0,0
1239,77,1,31.928527909391896,2,2,4,224,Lost Customers,2,2
1240,37,1,95.01730992230824,1,2,2,122,Cannot Lose Them,0,0
